3	24.647469
4	15.619425
8	10.061228
9	9.274556
11	46.484386
15	54.51311
17	26.661495
19	11.039175
21	7.7969255
27	3.059643
28	57.94457
29	18.49592
30	51.88898
35	70.27029
36	8.466379
37	53.306168
39	25.000261
42	4.215621
43	24.052706
44	8.791408
46	26.171127
47	11.252156
48	36.44337
52	12.662105
53	4.471397
54	47.225864
58	7.461605
59	14.141264
60	16.49951
61	5.631818
62	24.526676
63	12.79864
69	4.7583942
70	36.8769
71	8.638743
73	34.765396
77	8.780791
80	5.7317357
81	15.181477
82	22.570263
83	19.252256
84	17.586235
86	10.58004
87	19.076782
91	29.143616
92	1.4788194
93	25.959036
95	4.3092647
97	19.537586
98	5.824912
100	3.1354485
101	6.9848137
103	5.55356
107	7.7910647
109	2.6050198
110	11.668778
111	4.202697
113	23.142736
116	8.660377
118	2.90729
119	8.797345
120	11.058742
121	6.2266674
126	11.181008
127	6.69606
128	15.460414
129	20.826906
134	18.371574
135	137.22713
137	15.57885
139	13.3700905
141	10.384417
142	7.561597
143	26.786045
146	31.789938
147	27.898195
152	14.708599
153	25.780294
154	54.305107
155	6.8778095
160	14.973329
161	73.45015
163	16.692137
164	76.50019
166	24.129871
167	10.324915
168	7.0381937
169	26.729954
170	27.975935
171	28.958055
181	11.800472
182	10.639772
184	9.178892
191	31.669643
193	21.246723
194	122.39242
196	22.612322
200	8.818777
201	14.763011
206	6.2078443
207	17.022127
209	11.872903
211	28.765923
213	17.030056
215	75.90159
216	100.525696
219	7.936462
223	26.895802
225	8.514862
226	6.3994355
227	16.635298
228	5.0604696
230	14.653531
231	28.616055
233	11.884533
234	20.340258
236	6.1609783
237	117.123405
238	28.223213
241	21.410631
242	20.308277
246	9.11056
247	73.90988
250	18.705833
251	7.7036376
252	25.244825
255	13.4405775
256	29.671177
259	48.135258
262	18.759544
263	30.712074
269	41.77176
270	10.517604
272	33.270996
273	41.42207
274	7.468237
276	26.242247
277	35.124027
283	6.1939325
290	12.973722
291	11.65224
292	130.45528
293	5.948838
296	6.7744646
298	71.10944
299	48.559986
300	4.7688584
301	10.482774
304	27.9748
306	6.062078
309	81.332726
310	2.8845677
311	18.7703
313	9.317889
314	20.334278
315	4.312003
316	17.550436
